"tick","Task"
248.0,82
249.0,82
250.0,82
251.0,81
252.0,80
253.0,79
254.0,78
255.0,78
256.0,78
257.0,78
258.0,78
259.0,77
260.0,77
261.0,76
262.0,76
263.0,74
264.0,72
265.0,72
266.0,72
267.0,70
268.0,69
269.0,68
270.0,78
271.0,88
272.0,88
273.0,87
274.0,87
275.0,87
276.0,86
277.0,86
278.0,86
279.0,86
280.0,84
281.0,83
282.0,83
283.0,82
284.0,81
285.0,81
286.0,81
287.0,80
288.0,80
289.0,79
290.0,77
291.0,76
292.0,75
293.0,75
294.0,75
295.0,84
296.0,94
297.0,94
298.0,101
299.0,110
300.0,110
301.0,110
302.0,109
303.0,109
304.0,109
305.0,118
306.0,117
307.0,116
308.0,113
309.0,113
310.0,113
311.0,113
312.0,112
313.0,112
314.0,112
315.0,112
316.0,122
317.0,121
318.0,121
319.0,121
320.0,121
321.0,120
322.0,120
323.0,119
324.0,119
325.0,127
326.0,127
327.0,126
328.0,125
329.0,125
330.0,124
331.0,124
332.0,123
333.0,122
334.0,122
335.0,120
336.0,119
337.0,119
338.0,119
339.0,126
340.0,126
341.0,125
342.0,124
343.0,123
344.0,123
345.0,123
346.0,123
347.0,123
348.0,122
349.0,122
350.0,122
351.0,122
352.0,120
353.0,120
354.0,120
355.0,120
356.0,129
357.0,129
358.0,128
359.0,127
360.0,127
361.0,136
362.0,136
363.0,136
364.0,136
365.0,134
366.0,134
367.0,134
368.0,132
369.0,132
370.0,132
371.0,131
372.0,140
373.0,140
374.0,140
375.0,140
376.0,138
377.0,137
378.0,136
379.0,136
380.0,136
381.0,136
382.0,134
383.0,134
384.0,133
385.0,143
386.0,143
387.0,142
388.0,141
389.0,141
390.0,141
391.0,140
392.0,140
393.0,140
394.0,139
395.0,148
396.0,147
397.0,147
398.0,156
399.0,155
400.0,153
401.0,152
402.0,151
403.0,151
404.0,149
405.0,149
406.0,149
407.0,148
408.0,147
409.0,147
410.0,146
411.0,146
412.0,145
413.0,145
414.0,144
415.0,143
416.0,143
417.0,142
418.0,142
419.0,141
420.0,140
421.0,140
422.0,140
423.0,139
424.0,139
425.0,138
426.0,138
427.0,138
428.0,138
429.0,138
430.0,138
431.0,136
432.0,136
433.0,135
434.0,135
435.0,134
436.0,134
437.0,134
438.0,134
439.0,134
440.0,133
441.0,133
442.0,132
443.0,131
444.0,131
445.0,130
446.0,130
447.0,129
448.0,127
449.0,126
450.0,124
451.0,124
452.0,124
453.0,131
454.0,130
455.0,129
456.0,129
457.0,129
458.0,129
459.0,129
460.0,139
461.0,148
462.0,147
463.0,146
464.0,146
465.0,146
466.0,146
467.0,145
468.0,144
469.0,143
470.0,142
471.0,141
472.0,140
473.0,140
474.0,139
475.0,139
476.0,139
477.0,149
478.0,148
479.0,148
480.0,145
481.0,145
482.0,145
483.0,143
484.0,143
485.0,143
486.0,143
487.0,143
488.0,142
489.0,142
490.0,140
491.0,140
492.0,140
493.0,139
494.0,139
495.0,138
496.0,137
497.0,147
498.0,146
499.0,145
500.0,145
501.0,144
502.0,144
503.0,144
504.0,144
505.0,144
506.0,144
507.0,144
508.0,143
509.0,142
510.0,141
511.0,141
512.0,141
513.0,141
514.0,141
515.0,141
516.0,140
517.0,140
518.0,137
519.0,135
520.0,134
521.0,133
522.0,133
523.0,133
524.0,141
525.0,139
526.0,138
527.0,138
528.0,138
529.0,138
530.0,147
531.0,144
532.0,144
533.0,144
534.0,144
535.0,143
536.0,142
537.0,141
538.0,139
539.0,138
540.0,138
541.0,138
542.0,138
543.0,137
544.0,136
545.0,136
546.0,136
547.0,136
548.0,136
549.0,134
550.0,134
551.0,134
552.0,134
553.0,134
554.0,134
555.0,134
556.0,133
557.0,133
558.0,133
559.0,131
560.0,130
561.0,129
562.0,127
563.0,126
564.0,135
565.0,135
566.0,134
567.0,134
568.0,134
569.0,133
570.0,142
571.0,141
572.0,141
573.0,150
574.0,150
575.0,149
576.0,149
577.0,148
578.0,147
579.0,155
580.0,155
581.0,155
582.0,153
583.0,151
584.0,161
585.0,161
586.0,161
587.0,168
588.0,175
589.0,175
590.0,175
591.0,175
592.0,174
593.0,174
594.0,173
595.0,172
596.0,172
597.0,172
598.0,172
599.0,172
600.0,172
601.0,171
602.0,169
603.0,169
604.0,169
605.0,167
606.0,166
607.0,166
608.0,164
609.0,163
610.0,163
611.0,163
612.0,162
613.0,161
614.0,161
615.0,161
616.0,160
617.0,160
618.0,160
619.0,159
620.0,168
621.0,168
622.0,168
623.0,168
624.0,166
625.0,166
626.0,165
627.0,165
628.0,164
629.0,163
630.0,162
631.0,160
632.0,160
633.0,169
634.0,169
635.0,169
636.0,169
637.0,168
638.0,166
639.0,165
640.0,165
641.0,165
642.0,165
643.0,165
644.0,164
645.0,164
646.0,163
647.0,163
648.0,162
649.0,161
650.0,161
651.0,170
652.0,170
653.0,170
654.0,170
655.0,170
656.0,170
657.0,170
658.0,170
659.0,168
660.0,167
661.0,167
662.0,166
663.0,165
664.0,164
665.0,164
666.0,174
667.0,174
668.0,172
669.0,172
670.0,172
671.0,170
672.0,169
673.0,168
674.0,178
675.0,178
676.0,178
677.0,177
678.0,185
679.0,184
680.0,184
681.0,184
682.0,183
683.0,183
684.0,182
685.0,182
686.0,181
687.0,191
688.0,191
689.0,191
690.0,190
691.0,210
692.0,210
693.0,209
694.0,208
695.0,207
696.0,207
697.0,207
698.0,207
699.0,206
700.0,206
701.0,206
702.0,206
703.0,216
704.0,216
705.0,215
706.0,215
707.0,215
708.0,215
709.0,215
710.0,214
711.0,213
712.0,213
713.0,213
714.0,211
715.0,211
716.0,211
717.0,220
718.0,220
719.0,220
720.0,217
721.0,216
722.0,215
723.0,215
724.0,215
725.0,215
726.0,213
727.0,213
728.0,213
729.0,213
730.0,213
731.0,222
732.0,222
733.0,222
734.0,231
735.0,230
736.0,229
737.0,228
738.0,228
739.0,227
740.0,227
741.0,227
742.0,226
743.0,225
744.0,222
745.0,221
746.0,221
747.0,221
748.0,221
749.0,221
750.0,221
751.0,229
752.0,228
753.0,227
754.0,226
755.0,226
756.0,225
757.0,225
758.0,225
759.0,224
760.0,223
761.0,223
762.0,223
763.0,222
764.0,220
765.0,219
766.0,219
767.0,228
768.0,228
769.0,227
770.0,226
771.0,226
772.0,225
773.0,225
774.0,224
775.0,224
776.0,224
777.0,223
778.0,223
779.0,222
780.0,222
781.0,221
782.0,221
783.0,220
784.0,218
785.0,216
786.0,215
787.0,215
788.0,215
789.0,215
790.0,223
791.0,222
792.0,221
793.0,220
794.0,228
795.0,227
796.0,227
797.0,227
798.0,227
799.0,226
800.0,223
801.0,222
802.0,231
803.0,250
804.0,249
805.0,247
806.0,255
807.0,264
808.0,264
809.0,264
810.0,264
811.0,264
812.0,263
813.0,263
814.0,263
815.0,271
816.0,281
817.0,280
818.0,280
819.0,280
820.0,279
821.0,279
822.0,279
823.0,279
824.0,278
825.0,278
826.0,278
827.0,278
828.0,286
829.0,286
830.0,285
831.0,284
832.0,283
833.0,282
834.0,281
835.0,281
836.0,281
837.0,289
838.0,288
839.0,287
840.0,287
841.0,287
842.0,287
843.0,285
844.0,294
845.0,304
846.0,303
847.0,302
848.0,311
849.0,320
850.0,320
851.0,329
852.0,327
853.0,327
854.0,327
855.0,327
856.0,326
857.0,326
858.0,326
859.0,326
860.0,324
861.0,324
862.0,324
863.0,323
864.0,322
865.0,322
866.0,321
867.0,321
868.0,320
869.0,320
870.0,320
871.0,319
872.0,319
873.0,318
874.0,318
875.0,318
876.0,317
877.0,317
878.0,315
879.0,315
880.0,313
881.0,312
882.0,311
883.0,311
884.0,311
885.0,309
886.0,319
887.0,318
888.0,326
889.0,325
890.0,324
891.0,324
892.0,323
893.0,322
894.0,322
895.0,321
896.0,321
897.0,328
898.0,327
899.0,326
900.0,325
901.0,335
902.0,333
903.0,333
904.0,332
905.0,332
906.0,332
907.0,342
908.0,342
909.0,342
910.0,341
911.0,341
912.0,341
913.0,341
914.0,341
915.0,340
916.0,340
917.0,349
918.0,349
919.0,349
920.0,348
921.0,348
922.0,347
923.0,345
924.0,344
925.0,344
926.0,344
927.0,344
928.0,343
929.0,341
930.0,341
931.0,341
932.0,340
933.0,340
934.0,340
935.0,339
936.0,337
937.0,337
938.0,336
939.0,336
940.0,335
941.0,335
942.0,335
943.0,333
944.0,332
945.0,332
946.0,332
947.0,329
948.0,328
949.0,328
950.0,326
951.0,326
952.0,326
953.0,325
954.0,325
955.0,335
956.0,333
957.0,333
958.0,333
959.0,333
960.0,333
961.0,332
962.0,342
963.0,342
964.0,341
965.0,341
966.0,341
967.0,341
968.0,340
969.0,340
970.0,340
971.0,339
972.0,339
973.0,338
974.0,337
975.0,336
976.0,335
977.0,345
978.0,343
979.0,342
980.0,342
981.0,340
982.0,350
983.0,350
984.0,350
985.0,350
986.0,349
987.0,348
988.0,347
989.0,346
990.0,346
991.0,346
992.0,346
993.0,345
994.0,345
995.0,345
996.0,344
997.0,354
998.0,354
999.0,354
1000.0,354
1001.0,353
1002.0,353
1003.0,353
1004.0,352
1005.0,351
1006.0,351
1007.0,351
1008.0,350
1009.0,350
1010.0,349
1011.0,349
1012.0,349
1013.0,348
1014.0,356
1015.0,355
1016.0,363
1017.0,362
1018.0,362
1019.0,362
1020.0,362
1021.0,361
1022.0,370
1023.0,368
1024.0,366
1025.0,366
1026.0,365
1027.0,373
1028.0,383
1029.0,382
1030.0,382
1031.0,391
1032.0,390
1033.0,389
1034.0,389
1035.0,389
1036.0,389
1037.0,388
1038.0,387
1039.0,386
1040.0,386
1041.0,386
1042.0,386
1043.0,385
1044.0,395
1045.0,404
1046.0,404
1047.0,403
1048.0,403
1049.0,403
1050.0,413
1051.0,422
1052.0,422
1053.0,422
1054.0,430
1055.0,430
1056.0,430
1057.0,440
1058.0,440
1059.0,439
1060.0,438
1061.0,438
1062.0,438
1063.0,446
1064.0,445
1065.0,455
1066.0,463
1067.0,462
1068.0,462
1069.0,460
1070.0,470
1071.0,470
1072.0,470
1073.0,470
1074.0,469
1075.0,468
1076.0,467
1077.0,466
1078.0,466
1079.0,466
1080.0,465
1081.0,465
1082.0,465
1083.0,464
1084.0,464
1085.0,462
1086.0,462
1087.0,462
1088.0,462
1089.0,461
1090.0,460
1091.0,460
1092.0,458
1093.0,458
1094.0,465
1095.0,464
1096.0,464
1097.0,463
1098.0,463
1099.0,461
1100.0,461
1101.0,460
1102.0,459
1103.0,469
1104.0,469
1105.0,468
1106.0,467
1107.0,467
1108.0,465
1109.0,465
1110.0,465
1111.0,462
1112.0,461
1113.0,461
1114.0,461
1115.0,461
1116.0,460
1117.0,459
1118.0,469
1119.0,468
1120.0,477
1121.0,476
1122.0,476
1123.0,476
1124.0,485
1125.0,485
1126.0,485
1127.0,484
1128.0,484
1129.0,483
1130.0,483
1131.0,482
1132.0,482
1133.0,482
1134.0,482
1135.0,481
1136.0,481
1137.0,479
1138.0,478
1139.0,478
1140.0,476
1141.0,476
1142.0,476
1143.0,476
1144.0,474
1145.0,473
1146.0,473
1147.0,473
1148.0,473
1149.0,472
1150.0,472
1151.0,472
1152.0,471
1153.0,471
1154.0,471
1155.0,471
1156.0,471
1157.0,471
1158.0,470
1159.0,470
1160.0,470
1161.0,469
1162.0,468
1163.0,468
1164.0,468
1165.0,468
1166.0,467
1167.0,466
1168.0,465
1169.0,464
1170.0,463
1171.0,462
1172.0,462
1173.0,462
1174.0,460
1175.0,460
1176.0,459
1177.0,458
1178.0,458
1179.0,456
1180.0,456
1181.0,455
1182.0,455
1183.0,454
1184.0,453
1185.0,453
1186.0,452
1187.0,452
1188.0,452
1189.0,451
1190.0,450
1191.0,450
1192.0,450
1193.0,450
1194.0,459
1195.0,459
1196.0,459
1197.0,459
1198.0,458
1199.0,467
1200.0,467
1201.0,466
1202.0,466
1203.0,465
1204.0,465
1205.0,464
1206.0,463
1207.0,472
1208.0,471
1209.0,470
1210.0,469
1211.0,467
1212.0,467
1213.0,465
1214.0,465
1215.0,465
1216.0,463
1217.0,462
1218.0,462
1219.0,462
1220.0,461
1221.0,461
1222.0,460
1223.0,460
1224.0,469
1225.0,469
1226.0,469
1227.0,469
1228.0,468
1229.0,468
1230.0,468
1231.0,467
1232.0,466
1233.0,466
1234.0,466
1235.0,465
1236.0,465
1237.0,463
1238.0,463
1239.0,463
1240.0,463
1241.0,463
1242.0,463
1243.0,463
1244.0,462
1245.0,461
1246.0,460
1247.0,460
1248.0,470
1249.0,469
1250.0,469
1251.0,469
1252.0,468
1253.0,466
1254.0,463
1255.0,462
1256.0,472
1257.0,472
1258.0,472
1259.0,490
1260.0,498
1261.0,498
1262.0,497
1263.0,495
1264.0,495
1265.0,495
1266.0,495
1267.0,495
1268.0,495
1269.0,495
1270.0,494
1271.0,492
1272.0,491
1273.0,491
1274.0,491
1275.0,490
1276.0,499
1277.0,499
1278.0,498
1279.0,498
1280.0,508
1281.0,517
1282.0,517
1283.0,516
1284.0,526
1285.0,526
1286.0,536
1287.0,536
1288.0,536
1289.0,535
1290.0,535
1291.0,534
1292.0,534
1293.0,534
1294.0,534
1295.0,534
1296.0,533
1297.0,533
1298.0,533
1299.0,533
1300.0,533
1301.0,533
1302.0,532
1303.0,532
1304.0,532
1305.0,531
1306.0,530
1307.0,529
1308.0,529
1309.0,528
1310.0,528
1311.0,526
1312.0,524
1313.0,523
1314.0,523
1315.0,523
1316.0,523
1317.0,523
1318.0,522
1319.0,519
1320.0,519
1321.0,519
1322.0,519
1323.0,517
1324.0,516
1325.0,515
1326.0,515
1327.0,523
1328.0,523
1329.0,532
1330.0,530
1331.0,529
1332.0,529
1333.0,528
1334.0,528
1335.0,528
1336.0,527
1337.0,526
1338.0,526
1339.0,525
1340.0,525
1341.0,524
1342.0,524
1343.0,524
1344.0,523
1345.0,533
1346.0,533
1347.0,531
1348.0,531
1349.0,531
1350.0,531
1351.0,531
1352.0,530
1353.0,530
1354.0,530
1355.0,530
1356.0,530
1357.0,529
1358.0,529
1359.0,529
1360.0,529
1361.0,529
1362.0,528
1363.0,528
1364.0,527
1365.0,527
1366.0,526
1367.0,525
1368.0,525
1369.0,525
1370.0,524
1371.0,524
1372.0,522
1373.0,522
1374.0,522
1375.0,521
1376.0,520
1377.0,519
1378.0,519
1379.0,519
1380.0,517
1381.0,516
1382.0,515
1383.0,515
1384.0,514
1385.0,514
1386.0,514
1387.0,513
1388.0,512
1389.0,510
1390.0,510
1391.0,510
1392.0,509
1393.0,509
1394.0,508
1395.0,508
1396.0,508
1397.0,508
1398.0,508
1399.0,507
1400.0,506
1401.0,505
1402.0,505
1403.0,503
1404.0,502
1405.0,502
1406.0,502
1407.0,502
1408.0,501
1409.0,500
1410.0,500
1411.0,500
1412.0,500
1413.0,499
1414.0,499
1415.0,499
1416.0,499
1417.0,499
1418.0,498
1419.0,498
1420.0,498
1421.0,498
1422.0,498
1423.0,507
1424.0,507
1425.0,507
1426.0,507
1427.0,507
1428.0,506
1429.0,504
1430.0,504
1431.0,503
1432.0,503
1433.0,503
1434.0,503
1435.0,502
1436.0,502
1437.0,521
1438.0,521
1439.0,520
1440.0,520
1441.0,528
1442.0,528
1443.0,537
1444.0,537
1445.0,537
1446.0,536
1447.0,545
1448.0,545
1449.0,544
1450.0,544
1451.0,554
1452.0,554
1453.0,553
1454.0,553
1455.0,553
1456.0,552
1457.0,552
1458.0,552
1459.0,552
1460.0,552
1461.0,550
1462.0,560
1463.0,558
1464.0,558
1465.0,567
1466.0,566
1467.0,565
1468.0,565
1469.0,563
1470.0,573
1471.0,573
1472.0,573
1473.0,582
1474.0,582
1475.0,582
1476.0,581
1477.0,580
1478.0,580
1479.0,580
1480.0,580
1481.0,580
1482.0,579
1483.0,578
1484.0,577
1485.0,576
1486.0,576
1487.0,576
1488.0,575
1489.0,575
1490.0,574
1491.0,572
1492.0,572
1493.0,582
1494.0,581
1495.0,581
1496.0,580
1497.0,580
1498.0,579
1499.0,579
1500.0,578
1501.0,578
1502.0,577
1503.0,576
1504.0,595
1505.0,595
1506.0,595
1507.0,593
1508.0,592
1509.0,592
1510.0,601
1511.0,600
1512.0,599
1513.0,599
1514.0,599
1515.0,599
1516.0,599
1517.0,599
1518.0,599
1519.0,598
1520.0,597
1521.0,597
1522.0,596
1523.0,605
1524.0,615
1525.0,614
1526.0,613
1527.0,610
1528.0,610
1529.0,609
1530.0,609
1531.0,608
1532.0,608
1533.0,608
1534.0,608
1535.0,607
1536.0,607
1537.0,606
1538.0,606
1539.0,606
1540.0,605
1541.0,604
1542.0,604
1543.0,604
1544.0,603
1545.0,602
1546.0,601
1547.0,610
1548.0,610
1549.0,609
1550.0,628
1551.0,628
1552.0,628
1553.0,628
1554.0,628
1555.0,626
1556.0,624
1557.0,624
1558.0,624
1559.0,624
1560.0,622
1561.0,622
1562.0,620
1563.0,619
1564.0,617
1565.0,616
1566.0,615
1567.0,614
1568.0,614
1569.0,614
1570.0,612
1571.0,612
1572.0,611
1573.0,610
1574.0,609
1575.0,609
1576.0,609
1577.0,609
1578.0,609
1579.0,608
1580.0,607
1581.0,607
1582.0,607
1583.0,607
1584.0,607
1585.0,606
1586.0,605
1587.0,604
1588.0,603
1589.0,603
1590.0,603
1591.0,603
1592.0,603
1593.0,603
1594.0,603
1595.0,602
1596.0,602
1597.0,601
1598.0,601
1599.0,600
1600.0,600
1601.0,600
1602.0,599
1603.0,598
1604.0,597
1605.0,595
1606.0,595
1607.0,595
1608.0,595
1609.0,595
1610.0,594
1611.0,592
1612.0,592
1613.0,592
1614.0,592
1615.0,591
1616.0,591
1617.0,590
1618.0,589
1619.0,589
1620.0,589
1621.0,599
1622.0,599
1623.0,598
1624.0,597
1625.0,595
1626.0,595
1627.0,605
1628.0,604
1629.0,604
1630.0,604
1631.0,604
1632.0,604
1633.0,604
1634.0,613
1635.0,621
1636.0,619
1637.0,619
1638.0,616
1639.0,615
1640.0,615
1641.0,614
1642.0,614
1643.0,612
1644.0,611
1645.0,610
1646.0,609
1647.0,609
1648.0,608
1649.0,608
1650.0,618
1651.0,618
1652.0,617
1653.0,615
1654.0,615
1655.0,624
1656.0,624
1657.0,623
1658.0,623
1659.0,622
1660.0,622
1661.0,631
1662.0,640
1663.0,638
1664.0,638
1665.0,637
1666.0,635
1667.0,633
1668.0,633
1669.0,632
1670.0,632
1671.0,631
1672.0,631
1673.0,630
1674.0,630
1675.0,640
1676.0,650
1677.0,650
1678.0,648
1679.0,648
1680.0,647
1681.0,657
1682.0,657
1683.0,656
1684.0,656
1685.0,656
1686.0,656
1687.0,656
1688.0,654
1689.0,652
1690.0,652
1691.0,651
1692.0,651
1693.0,650
1694.0,649
1695.0,649
1696.0,648
1697.0,647
1698.0,655
1699.0,655
1700.0,655
1701.0,655
1702.0,655
1703.0,655
1704.0,664
1705.0,661
1706.0,660
1707.0,660
1708.0,660
1709.0,660
1710.0,660
1711.0,660
1712.0,660
1713.0,659
1714.0,658
1715.0,658
1716.0,658
1717.0,658
1718.0,657
1719.0,667
1720.0,666
1721.0,666
1722.0,674
1723.0,671
1724.0,671
1725.0,670
1726.0,679
1727.0,689
1728.0,689
1729.0,689
1730.0,687
1731.0,686
1732.0,686
1733.0,686
1734.0,684
1735.0,683
1736.0,682
1737.0,680
1738.0,680
1739.0,680
1740.0,680
1741.0,679
1742.0,687
1743.0,685
1744.0,694
1745.0,693
1746.0,691
1747.0,691
1748.0,690
1749.0,699
1750.0,698
1751.0,708
1752.0,708
1753.0,707
1754.0,717
1755.0,717
1756.0,717
1757.0,717
1758.0,715
1759.0,715
1760.0,715
1761.0,714
1762.0,714
1763.0,714
1764.0,712
1765.0,710
1766.0,710
1767.0,710
1768.0,709
1769.0,709
1770.0,709
1771.0,708
1772.0,706
1773.0,705
1774.0,704
1775.0,702
1776.0,702
1777.0,702
1778.0,701
1779.0,701
1780.0,701
1781.0,701
1782.0,700
1783.0,700
1784.0,698
1785.0,696
1786.0,695
1787.0,695
1788.0,695
1789.0,694
1790.0,693
1791.0,691
1792.0,690
1793.0,687
1794.0,697
1795.0,697
1796.0,697
1797.0,697
1798.0,697
1799.0,696
1800.0,696
1801.0,693
1802.0,691
1803.0,691
1804.0,691
1805.0,691
1806.0,691
1807.0,690
1808.0,690
1809.0,690
1810.0,689
1811.0,689
1812.0,687
1813.0,687
1814.0,687
1815.0,687
1816.0,686
1817.0,686
1818.0,685
1819.0,685
1820.0,685
1821.0,684
1822.0,684
1823.0,684
1824.0,683
1825.0,690
1826.0,689
1827.0,688
1828.0,688
1829.0,688
1830.0,688
1831.0,687
1832.0,687
1833.0,687
1834.0,686
1835.0,686
1836.0,685
1837.0,685
1838.0,694
1839.0,694
1840.0,694
1841.0,694
1842.0,694
1843.0,693
1844.0,693
1845.0,702
1846.0,711
1847.0,721
1848.0,720
1849.0,720
1850.0,720
1851.0,720
1852.0,720
1853.0,720
1854.0,719
1855.0,718
1856.0,718
1857.0,718
1858.0,715
1859.0,725
1860.0,725
1861.0,724
1862.0,724
1863.0,723
1864.0,720
1865.0,720
1866.0,720
1867.0,720
1868.0,728
1869.0,727
1870.0,727
1871.0,726
1872.0,723
1873.0,723
1874.0,722
1875.0,722
1876.0,721
1877.0,720
1878.0,719
1879.0,718
1880.0,718
1881.0,718
1882.0,715
1883.0,723
1884.0,720
1885.0,720
1886.0,720
1887.0,719
1888.0,718
1889.0,718
1890.0,716
1891.0,715
1892.0,714
1893.0,713
1894.0,713
1895.0,713
1896.0,713
1897.0,712
1898.0,711
1899.0,711
1900.0,710
1901.0,709
1902.0,709
1903.0,707
1904.0,715
1905.0,715
1906.0,715
1907.0,715
1908.0,714
1909.0,714
1910.0,713
1911.0,712
1912.0,712
1913.0,712
1914.0,712
1915.0,712
1916.0,711
1917.0,711
1918.0,717
1919.0,717
1920.0,716
1921.0,716
1922.0,716
1923.0,716
1924.0,725
1925.0,724
1926.0,723
1927.0,723
1928.0,722
1929.0,722
1930.0,721
1931.0,720
1932.0,718
1933.0,717
1934.0,717
1935.0,716
1936.0,715
1937.0,713
1938.0,713
1939.0,713
1940.0,713
1941.0,713
1942.0,713
1943.0,722
1944.0,721
1945.0,720
1946.0,719
1947.0,718
1948.0,717
1949.0,717
1950.0,716
1951.0,716
1952.0,715
1953.0,715
1954.0,712
1955.0,712
1956.0,712
1957.0,709
1958.0,709
1959.0,709
1960.0,718
1961.0,715
1962.0,724
1963.0,724
1964.0,721
1965.0,720
1966.0,720
1967.0,720
1968.0,720
1969.0,719
1970.0,718
1971.0,718
1972.0,718
1973.0,717
1974.0,717
1975.0,715
1976.0,715
1977.0,715
1978.0,714
1979.0,714
1980.0,713
1981.0,712
1982.0,711
1983.0,711
1984.0,711
1985.0,709
1986.0,709
1987.0,709
1988.0,707
1989.0,705
1990.0,704
1991.0,704
1992.0,704
1993.0,704
1994.0,712
1995.0,711
1996.0,711
1997.0,711
1998.0,711
1999.0,710
2000.0,709
2001.0,709
2002.0,708
2003.0,707
2004.0,707
2005.0,706
2006.0,706
2007.0,706
2008.0,706
2009.0,706
2010.0,704
2011.0,704
2012.0,703
2013.0,702
2014.0,702
2015.0,701
2016.0,711
2017.0,711
2018.0,711
2019.0,710
2020.0,709
2021.0,709
2022.0,708
2023.0,706
2024.0,706
2025.0,706
2026.0,705
2027.0,705
2028.0,704
2029.0,713
2030.0,713
2031.0,712
2032.0,711
2033.0,711
2034.0,711
2035.0,711
2036.0,710
2037.0,709
2038.0,709
2039.0,718
2040.0,716
2041.0,715
2042.0,715
2043.0,714
2044.0,714
2045.0,724
2046.0,722
2047.0,722
2048.0,722
2049.0,721
2050.0,719
2051.0,719
2052.0,729
2053.0,729
2054.0,728
2055.0,727
2056.0,737
2057.0,735
2058.0,735
2059.0,735
2060.0,743
2061.0,742
2062.0,742
2063.0,742
2064.0,742
2065.0,742
2066.0,741
2067.0,741
2068.0,751
2069.0,751
2070.0,751
2071.0,760
2072.0,760
2073.0,759
2074.0,759
2075.0,768
2076.0,777
2077.0,776
2078.0,775
2079.0,775
2080.0,774
2081.0,774
2082.0,774
2083.0,772
2084.0,771
2085.0,771
2086.0,771
2087.0,770
2088.0,770
2089.0,769
2090.0,768
2091.0,768
2092.0,767
2093.0,777
2094.0,777
2095.0,775
2096.0,775
2097.0,774
2098.0,773
2099.0,773
2100.0,773
2101.0,771
2102.0,771
2103.0,769
2104.0,769
2105.0,778
2106.0,778
2107.0,777
2108.0,777
2109.0,776
2110.0,776
2111.0,776
2112.0,776
2113.0,776
2114.0,775
2115.0,774
2116.0,773
2117.0,772
2118.0,772
2119.0,779
2120.0,779
2121.0,778
2122.0,778
2123.0,777
2124.0,776
2125.0,775
2126.0,774
2127.0,773
2128.0,772
2129.0,772
2130.0,771
2131.0,770
2132.0,768
2133.0,768
2134.0,768
2135.0,767
2136.0,767
2137.0,766
2138.0,765
2139.0,765
2140.0,764
